criterion,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators,score,total time
gini, 10, sqrt, 1, 5, 200, 0.608 ,  26.9s
gini, 10, sqrt, 1, 5, 1000, 0.633 , 2.1min
gini, 10, sqrt, 1, 20, 500, 0.587 , 1.1min
gini, 10, sqrt, 5, 2, 200, 0.550 ,  23.0s
gini, 10, sqrt, 5, 2, 1000, 0.520 , 2.0min
gini, 10, sqrt, 5, 10, 500, 0.516 , 1.1min
gini, 5, log2, 1, 5, 500, 0.234 ,  39.0s
gini, 5, log2, 1, 10, 500, 0.238 ,  39.3s
gini, 5, log2, 1, 20, 200, 0.234 ,  15.4s
gini, 5, log2, 5, 2, 200, 0.250 ,  18.3s
gini, 5, log2, 5, 2, 200, 0.234 ,  15.3s
gini, 5, log2, 5, 2, 1000, 0.236 , 1.3min
gini, 5, log2, 5, 10, 500, 0.238 ,  38.3s
gini, 5, log2, 5, 20, 200, 0.236 ,  15.9s
gini, 5, log2, 20, 2, 200, 0.238 ,  18.1s
gini, 5, log2, 20, 2, 200, 0.236 ,  15.2s
gini, 5, log2, 20, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 20, 10, 500, 0.238 ,  38.0s
gini, 5, log2, 20, 20, 500, 0.238 ,  38.8s
gini, 5, log2, 50, 2, 200, 0.241 ,  15.3s
gini, 5, log2, 50, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 50, 10, 1000, 0.236 , 1.3min
gini, 5, log2, 100, 2, 500, 0.234 ,  37.9s
gini, 5, log2, 100, 5, 200, 0.234 ,  13.8s
gini, 5, log2, 100, 5, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 20, 1000, 0.234 , 1.4min
gini, 10, None, 1, 2, 1000, 0.690 , 4.9min
gini, 10, None, 1, 20, 200, 0.674 , 1.1min
gini, 10, None, 1, 20, 200, 0.631 ,  59.7s
gini, 10, None, 1, 20, 1000, 0.643 , 4.9min
gini, 10, None, 5, 5, 500, 0.630 , 2.5min
gini, 10, None, 5, 10, 200, 0.628 ,  56.7s
gini, 10, None, 5, 20, 200, 0.653 , 1.1min
gini, 10, None, 5, 20, 200, 0.591 ,  59.9s
gini, 10, None, 5, 20, 1000, 0.604 , 4.9min
gini, 10, None, 20, 5, 500, 0.557 , 2.4min
gini, 10, None, 20, 10, 500, 0.553 , 2.4min
gini, 10, None, 20, 20, 200, 0.557 ,  57.6s
gini, 10, None, 50, 2, 200, 0.529 , 1.0min
gini, 10, None, 50, 2, 200, 0.524 ,  57.1s
gini, 10, None, 50, 2, 1000, 0.513 , 4.7min
gini, 10, None, 50, 10, 500, 0.529 , 2.4min
gini, 10, None, 50, 20, 500, 0.525 , 2.4min
gini, 10, None, 100, 2, 200, 0.468 ,  52.0s
gini, 10, None, 100, 2, 1000, 0.475 , 4.4min
gini, 10, None, 100, 10, 1000, 0.492 , 4.5min
gini, 10, sqrt, 1, 2, 1000, 0.617 , 2.2min
gini, 10, sqrt, 1, 5, 1000, 0.572 , 2.0min
gini, 10, sqrt, 1, 20, 1000, 0.525 , 2.0min
gini, 10, sqrt, 5, 5, 1000, 0.568 , 2.0min
gini, 10, sqrt, 5, 20, 500, 0.516 , 1.0min
gini, 10, sqrt, 20, 2, 500, 0.490 , 1.0min
gini, 10, sqrt, 20, 5, 200, 0.503 ,  24.5s
gini, 10, sqrt, 20, 10, 200, 0.513 ,  28.5s
gini, 5, sqrt, 100, 20, 1000, 0.234 , 1.2min
gini, 5, log2, 1, 5, 500, 0.239 ,  38.9s
gini, 5, log2, 1, 10, 500, 0.236 ,  40.1s
gini, 5, log2, 1, 20, 500, 0.234 ,  38.8s
gini, 5, log2, 5, 2, 500, 0.239 ,  39.6s
gini, 5, log2, 5, 5, 200, 0.236 ,  16.0s
gini, 5, log2, 5, 10, 200, 0.241 ,  18.4s
gini, 5, log2, 5, 10, 200, 0.238 ,  15.6s
gini, 5, log2, 5, 10, 1000, 0.236 , 1.3min
gini, 5, log2, 20, 2, 500, 0.244 ,  38.8s
gini, 5, log2, 20, 5, 500, 0.234 ,  39.1s
gini, 5, log2, 20, 10, 500, 0.236 ,  38.4s
gini, 5, log2, 20, 20, 200, 0.234 ,  15.3s
gini, 5, log2, 20, 20, 1000, 0.239 , 1.3min
gini, 5, log2, 50, 5, 1000, 0.234 , 1.2min
gini, 5, log2, 50, 20, 500, 0.236 ,  38.7s
gini, 5, log2, 100, 2, 200, 0.234 ,  15.1s
gini, 5, log2, 100, 2, 1000, 0.234 , 1.2min
gini, 5, log2, 100, 10, 1000, 0.234 , 1.3min
gini, 10, None, 1, 2, 500, 0.630 , 2.4min
gini, 10, None, 1, 5, 1000, 0.694 , 5.0min
gini, 10, None, 1, 20, 1000, 0.690 , 5.0min
gini, 10, None, 5, 5, 200, 0.632 ,  57.8s
gini, 10, None, 5, 5, 1000, 0.680 , 4.9min
gini, 10, None, 5, 20, 1000, 0.591 , 4.9min
gini, 10, None, 20, 5, 500, 0.551 , 2.4min
gini, 10, None, 20, 10, 200, 0.577 ,  55.3s
gini, 10, None, 20, 20, 200, 0.561 , 1.1min
gini, 10, None, 20, 20, 200, 0.559 ,  58.7s
gini, 10, None, 20, 20, 1000, 0.548 , 4.8min
gini, 10, None, 50, 5, 500, 0.530 , 2.4min
gini, 10, None, 50, 10, 500, 0.512 , 2.4min
gini, 10, None, 50, 20, 200, 0.528 ,  55.5s
gini, 10, None, 100, 2, 200, 0.491 , 1.0min
gini, 10, None, 100, 2, 200, 0.477 ,  54.4s
gini, 10, None, 100, 2, 1000, 0.492 , 4.5min
gini, 10, None, 100, 10, 200, 0.476 ,  51.1s
gini, 10, None, 100, 20, 200, 0.497 , 1.0min
gini, 10, None, 100, 20, 200, 0.477 ,  55.8s
gini, 10, None, 100, 20, 1000, 0.492 , 4.4min
gini, 10, sqrt, 1, 10, 200, 0.630 ,  23.5s
gini, 10, sqrt, 1, 10, 1000, 0.570 , 2.0min
gini, 10, sqrt, 5, 2, 500, 0.570 , 1.0min
gini, 10, sqrt, 5, 5, 200, 0.523 ,  25.9s
gini, 10, sqrt, 5, 5, 1000, 0.517 , 2.0min
gini, 10, sqrt, 5, 20, 500, 0.544 , 1.0min
gini, 10, sqrt, 20, 2, 500, 0.506 , 1.0min
gini, 10, sqrt, 20, 5, 500, 0.513 , 1.0min
gini, 5, sqrt, 100, 10, 1000, 0.234 , 1.2min
gini, 5, log2, 1, 2, 1000, 0.236 , 1.3min
gini, 5, log2, 1, 10, 500, 0.234 ,  38.7s
gini, 5, log2, 1, 20, 500, 0.236 ,  39.9s
gini, 5, log2, 5, 2, 500, 0.236 ,  38.6s
gini, 5, log2, 5, 5, 200, 0.236 ,  15.8s
gini, 5, log2, 5, 5, 1000, 0.239 , 1.3min
gini, 5, log2, 5, 20, 1000, 0.238 , 1.3min
gini, 5, log2, 20, 5, 500, 0.236 ,  39.2s
gini, 5, log2, 20, 10, 200, 0.234 ,  15.3s
gini, 5, log2, 20, 10, 1000, 0.239 , 1.3min
gini, 5, log2, 50, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 50, 10, 500, 0.242 ,  39.2s
gini, 5, log2, 50, 20, 500, 0.234 ,  39.7s
gini, 5, log2, 100, 2, 500, 0.234 ,  38.1s
gini, 5, log2, 100, 5, 200, 0.234 ,  15.2s
gini, 5, log2, 100, 10, 200, 0.236 ,  18.5s
gini, 5, log2, 100, 10, 200, 0.234 ,  15.4s
gini, 5, log2, 100, 10, 1000, 0.234 , 1.3min
gini, 10, None, 1, 2, 500, 0.696 , 2.4min
gini, 10, None, 1, 5, 1000, 0.668 , 4.9min
gini, 10, None, 1, 20, 500, 0.690 , 2.5min
gini, 10, None, 5, 2, 500, 0.640 , 2.5min
gini, 10, None, 5, 5, 200, 0.675 ,  58.2s
gini, 10, None, 5, 5, 1000, 0.628 , 4.9min
gini, 10, None, 5, 20, 1000, 0.654 , 4.9min
gini, 10, None, 20, 5, 500, 0.552 , 2.4min
gini, 10, None, 20, 10, 500, 0.557 , 2.5min
gini, 10, None, 20, 20, 200, 0.550 ,  56.2s
gini, 10, None, 20, 20, 1000, 0.553 , 4.8min
gini, 10, None, 50, 5, 1000, 0.528 , 4.6min
gini, 10, None, 50, 20, 500, 0.527 , 2.3min
gini, 10, None, 100, 2, 500, 0.470 , 2.3min
gini, 10, None, 100, 5, 500, 0.492 , 2.3min
gini, 10, None, 100, 10, 200, 0.475 ,  52.3s
gini, 10, None, 100, 10, 1000, 0.470 , 4.4min
gini, 10, sqrt, 1, 5, 200, 0.616 ,  29.3s
gini, 10, sqrt, 1, 5, 200, 0.556 ,  27.5s
gini, 10, sqrt, 1, 5, 500, 0.540 , 1.1min
gini, 10, sqrt, 1, 10, 200, 0.600 ,  24.0s
gini, 10, sqrt, 1, 20, 200, 0.545 ,  27.8s
gini, 10, sqrt, 1, 20, 200, 0.554 ,  26.3s
gini, 10, sqrt, 1, 20, 500, 0.548 , 1.1min
gini, 10, sqrt, 5, 2, 500, 0.519 , 1.1min
gini, 10, sqrt, 5, 5, 200, 0.550 ,  25.0s
gini, 10, sqrt, 5, 5, 1000, 0.544 , 2.0min
gini, 10, sqrt, 5, 20, 1000, 0.553 , 2.0min
gini, 10, sqrt, 20, 5, 500, 0.501 , 1.0min
gini, 5, sqrt, 100, 5, 1000, 0.234 , 1.2min
gini, 5, sqrt, 100, 20, 500, 0.234 ,  38.7s
gini, 5, log2, 1, 2, 500, 0.238 ,  41.4s
gini, 5, log2, 1, 5, 200, 0.234 ,  14.5s
gini, 5, log2, 1, 5, 1000, 0.242 , 1.3min
gini, 5, log2, 1, 20, 1000, 0.234 , 1.3min
gini, 5, log2, 5, 5, 500, 0.242 ,  39.3s
gini, 5, log2, 5, 10, 500, 0.239 ,  39.5s
gini, 5, log2, 5, 20, 500, 0.241 ,  36.9s
gini, 5, log2, 20, 2, 200, 0.234 ,  14.5s
gini, 5, log2, 20, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 20, 10, 1000, 0.236 , 1.2min
gini, 5, log2, 50, 2, 500, 0.234 ,  39.4s
gini, 5, log2, 50, 5, 500, 0.236 ,  39.8s
gini, 5, log2, 50, 10, 500, 0.236 ,  37.7s
gini, 5, log2, 50, 20, 200, 0.236 ,  15.6s
gini, 5, log2, 50, 20, 1000, 0.234 , 1.2min
gini, 5, log2, 100, 5, 1000, 0.234 , 1.2min
gini, 5, log2, 100, 20, 200, 0.234 ,  14.6s
gini, 5, log2, 100, 20, 1000, 0.236 , 1.4min
gini, 10, None, 1, 5, 200, 0.629 , 1.0min
gini, 10, None, 1, 5, 500, 0.645 , 2.5min
gini, 10, None, 1, 10, 200, 0.686 , 1.0min
gini, 10, None, 1, 10, 1000, 0.656 , 4.9min
gini, 10, None, 5, 2, 1000, 0.652 , 4.9min
gini, 10, None, 5, 10, 500, 0.587 , 2.5min
gini, 10, None, 5, 20, 200, 0.605 ,  58.6s
gini, 10, None, 5, 20, 1000, 0.630 , 4.9min
gini, 10, None, 20, 5, 1000, 0.548 , 4.8min
gini, 10, None, 20, 20, 500, 0.555 , 2.4min
gini, 10, None, 50, 2, 500, 0.528 , 2.4min
gini, 10, None, 50, 5, 500, 0.529 , 2.4min
gini, 10, None, 50, 10, 200, 0.514 ,  54.7s
gini, 10, None, 50, 10, 1000, 0.524 , 4.7min
gini, 10, None, 100, 2, 1000, 0.478 , 4.4min
gini, 10, None, 100, 10, 500, 0.475 , 2.3min
gini, 10, None, 100, 20, 500, 0.495 , 2.3min
gini, 10, sqrt, 1, 2, 200, 0.616 ,  24.7s
gini, 10, sqrt, 1, 2, 1000, 0.541 , 2.1min
gini, 10, sqrt, 1, 10, 200, 0.586 ,  24.3s
gini, 10, sqrt, 1, 10, 1000, 0.593 , 2.1min
gini, 10, sqrt, 5, 2, 500, 0.543 , 1.1min
gini, 10, sqrt, 5, 5, 500, 0.569 , 1.0min
gini, 10, sqrt, 5, 10, 200, 0.529 ,  24.3s
gini, 10, sqrt, 5, 10, 1000, 0.549 , 2.1min
gini, 10, sqrt, 20, 2, 1000, 0.513 , 2.0min
gini, 10, sqrt, 20, 10, 500, 0.496 , 1.0min
gini, 10, sqrt, 20, 20, 500, 0.515 , 1.0min
gini, 5, log2, 1, 2, 1000, 0.234 , 1.2min
gini, 5, log2, 1, 10, 1000, 0.239 , 1.3min
gini, 5, log2, 5, 2, 200, 0.234 ,  15.0s
gini, 5, log2, 5, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 5, 10, 1000, 0.238 , 1.3min
gini, 5, log2, 20, 2, 500, 0.236 ,  38.5s
gini, 5, log2, 20, 5, 200, 0.234 ,  15.7s
gini, 5, log2, 20, 5, 1000, 0.239 , 1.2min
gini, 5, log2, 20, 20, 1000, 0.238 , 1.3min
gini, 5, log2, 50, 5, 500, 0.236 ,  39.0s
gini, 5, log2, 50, 10, 200, 0.234 ,  15.0s
gini, 5, log2, 50, 10, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 10, 500, 0.236 ,  37.7s
gini, 5, log2, 100, 20, 500, 0.234 ,  38.5s
gini, 10, None, 1, 2, 200, 0.617 ,  56.3s
gini, 10, None, 1, 5, 200, 0.631 , 1.1min
gini, 10, None, 1, 5, 500, 0.667 , 2.5min
gini, 10, None, 1, 10, 500, 0.628 , 2.5min
gini, 10, None, 1, 20, 200, 0.685 ,  58.4s
gini, 10, None, 1, 20, 1000, 0.650 , 4.9min
gini, 10, None, 5, 5, 1000, 0.588 , 4.9min
gini, 10, None, 5, 20, 500, 0.653 , 2.5min
gini, 10, None, 20, 2, 200, 0.555 ,  56.3s
gini, 10, None, 20, 5, 200, 0.558 , 1.1min
gini, 10, None, 20, 5, 200, 0.561 , 1.0min
gini, 10, None, 20, 5, 1000, 0.560 , 4.9min
gini, 10, None, 20, 20, 500, 0.549 , 2.5min
gini, 10, None, 50, 2, 500, 0.527 , 2.4min
gini, 10, None, 50, 5, 200, 0.512 ,  54.6s
gini, 10, None, 50, 5, 1000, 0.523 , 4.6min
gini, 10, None, 50, 20, 1000, 0.528 , 4.7min
gini, 10, None, 100, 5, 500, 0.474 , 2.3min
gini, 10, None, 100, 10, 500, 0.497 , 2.3min
gini, 10, None, 100, 20, 200, 0.476 ,  52.2s
gini, 10, None, 100, 20, 1000, 0.467 , 4.3min
gini, 10, sqrt, 1, 10, 1000, 0.620 , 2.1min
gini, 10, sqrt, 5, 2, 200, 0.546 ,  23.9s
gini, 10, sqrt, 5, 5, 200, 0.547 ,  28.3s
gini, 10, sqrt, 5, 5, 200, 0.552 ,  27.6s
gini, 10, sqrt, 5, 5, 500, 0.567 , 1.0min
gini, 10, sqrt, 5, 10, 1000, 0.570 , 2.1min
gini, 10, sqrt, 20, 2, 200, 0.498 ,  24.0s
gini, 10, sqrt, 20, 5, 200, 0.515 ,  28.2s
gini, 10, sqrt, 20, 5, 200, 0.515 ,  25.4s
gini, 10, sqrt, 20, 5, 1000, 0.513 , 2.0min
gini, 10, sqrt, 20, 20, 500, 0.494 , 1.0min
gini, 10, sqrt, 50, 2, 200, 0.420 ,  22.3s
gini, 5, log2, 1, 10, 200, 0.238 ,  18.7s
gini, 5, log2, 1, 10, 200, 0.236 ,  14.9s
gini, 5, log2, 1, 10, 1000, 0.236 , 1.3min
gini, 5, log2, 5, 2, 500, 0.242 ,  39.2s
gini, 5, log2, 5, 5, 500, 0.234 ,  39.1s
gini, 5, log2, 5, 10, 500, 0.234 ,  39.8s
gini, 5, log2, 5, 20, 500, 0.236 ,  38.5s
gini, 5, log2, 20, 2, 200, 0.244 ,  14.9s
gini, 5, log2, 20, 5, 200, 0.241 ,  17.8s
gini, 5, log2, 20, 5, 200, 0.238 ,  16.4s
gini, 5, log2, 20, 5, 1000, 0.236 , 1.3min
gini, 5, log2, 20, 20, 500, 0.242 ,  38.9s
gini, 5, log2, 50, 2, 500, 0.234 ,  38.5s
gini, 5, log2, 50, 5, 200, 0.234 ,  14.4s
gini, 5, log2, 50, 5, 1000, 0.239 , 1.3min
gini, 5, log2, 50, 20, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 5, 500, 0.234 ,  38.6s
gini, 5, log2, 100, 10, 500, 0.234 ,  40.7s
gini, 5, log2, 100, 20, 500, 0.234 ,  38.8s
gini, 10, None, 1, 2, 500, 0.689 , 2.4min
gini, 10, None, 1, 5, 1000, 0.631 , 4.9min
gini, 10, None, 1, 20, 500, 0.643 , 2.5min
gini, 10, None, 5, 2, 200, 0.628 ,  56.5s
gini, 10, None, 5, 5, 200, 0.653 , 1.1min
gini, 10, None, 5, 5, 200, 0.601 ,  58.3s
gini, 10, None, 5, 5, 1000, 0.632 , 4.9min
gini, 10, None, 5, 20, 200, 0.676 ,  59.1s
gini, 10, None, 20, 2, 200, 0.560 , 1.1min
gini, 10, None, 20, 2, 200, 0.562 ,  59.3s
gini, 10, None, 20, 2, 1000, 0.558 , 4.8min
gini, 10, None, 20, 10, 500, 0.559 , 2.5min
gini, 10, None, 20, 20, 200, 0.553 ,  56.3s
gini, 10, None, 20, 20, 1000, 0.558 , 4.8min
gini, 10, None, 50, 5, 1000, 0.514 , 4.6min
gini, 10, None, 50, 20, 500, 0.514 , 2.3min
gini, 10, None, 100, 2, 500, 0.493 , 2.3min
gini, 10, None, 100, 5, 200, 0.478 ,  52.9s
gini, 10, None, 100, 5, 1000, 0.468 , 4.5min
gini, 10, None, 100, 20, 1000, 0.477 , 4.3min
gini, 10, sqrt, 1, 10, 200, 0.544 ,  24.2s
gini, 10, sqrt, 1, 10, 1000, 0.586 , 2.1min
gini, 10, sqrt, 5, 2, 1000, 0.569 , 2.0min
gini, 10, sqrt, 5, 10, 200, 0.520 ,  23.0s
gini, 10, sqrt, 5, 10, 1000, 0.532 , 2.1min
gini, 10, sqrt, 20, 2, 1000, 0.516 , 2.0min
gini, 10, sqrt, 20, 10, 200, 0.507 ,  23.8s
gini, 10, sqrt, 20, 20, 200, 0.516 ,  28.5s
gini, 10, sqrt, 20, 20, 200, 0.514 ,  25.1s
gini, 5, log2, 1, 20, 500, 0.236 ,  39.0s
gini, 5, log2, 5, 2, 200, 0.246 ,  14.7s
gini, 5, log2, 5, 5, 200, 0.238 ,  18.2s
gini, 5, log2, 5, 5, 200, 0.234 ,  16.1s
gini, 5, log2, 5, 5, 1000, 0.238 , 1.3min
gini, 5, log2, 5, 20, 500, 0.234 ,  38.7s
gini, 5, log2, 20, 2, 500, 0.238 ,  39.2s
gini, 5, log2, 20, 5, 200, 0.238 ,  15.3s
gini, 5, log2, 20, 10, 200, 0.236 ,  17.9s
gini, 5, log2, 20, 10, 200, 0.234 ,  15.7s
gini, 5, log2, 20, 10, 1000, 0.241 , 1.3min
gini, 5, log2, 50, 2, 500, 0.240 ,  38.6s
gini, 5, log2, 50, 5, 200, 0.242 ,  14.5s
gini, 5, log2, 50, 10, 200, 0.236 ,  17.7s
gini, 5, log2, 50, 10, 200, 0.236 ,  16.2s
gini, 5, log2, 50, 10, 1000, 0.236 , 1.2min
gini, 5, log2, 100, 2, 500, 0.234 ,  38.1s
gini, 5, log2, 100, 5, 500, 0.236 ,  38.5s
gini, 5, log2, 100, 10, 200, 0.234 ,  14.4s
gini, 5, log2, 100, 10, 1000, 0.234 , 1.3min
gini, 10, None, 1, 2, 1000, 0.689 , 4.9min
gini, 10, None, 1, 10, 500, 0.660 , 2.5min
gini, 10, None, 1, 20, 1000, 0.630 , 5.0min
gini, 10, None, 5, 5, 500, 0.639 , 2.5min
gini, 10, None, 5, 10, 200, 0.630 ,  56.6s
gini, 10, None, 5, 10, 1000, 0.684 , 4.9min
gini, 10, None, 20, 2, 1000, 0.560 , 4.8min
gini, 10, None, 20, 10, 500, 0.559 , 2.5min
gini, 10, None, 20, 20, 500, 0.558 , 2.4min
gini, 10, None, 50, 2, 200, 0.512 ,  54.8s
gini, 10, None, 50, 2, 1000, 0.524 , 4.7min
gini, 10, None, 50, 10, 1000, 0.513 , 4.6min
gini, 10, None, 100, 2, 500, 0.470 , 2.3min
gini, 10, None, 100, 5, 500, 0.479 , 2.3min
gini, 10, None, 100, 10, 200, 0.473 ,  51.2s
gini, 10, None, 100, 10, 1000, 0.467 , 4.4min
gini, 10, sqrt, 1, 2, 1000, 0.605 , 2.1min
gini, 10, sqrt, 1, 10, 500, 0.619 , 1.0min
gini, 10, sqrt, 1, 20, 200, 0.523 ,  25.8s
gini, 10, sqrt, 1, 20, 500, 0.574 , 1.0min
gini, 10, sqrt, 5, 2, 1000, 0.554 , 2.1min
gini, 10, sqrt, 5, 10, 200, 0.547 ,  24.3s
gini, 10, sqrt, 5, 20, 200, 0.550 ,  28.4s
gini, 10, sqrt, 5, 20, 200, 0.554 ,  26.4s
gini, 10, sqrt, 5, 20, 1000, 0.548 , 2.0min
gini, 10, sqrt, 20, 5, 500, 0.495 , 1.0min
gini, 10, sqrt, 20, 10, 500, 0.515 , 1.0min
gini, 10, sqrt, 20, 20, 200, 0.494 ,  25.0s
gini, 5, sqrt, 100, 20, 500, 0.234 ,  38.4s
gini, 5, log2, 1, 2, 200, 0.234 ,  15.3s
gini, 5, log2, 1, 2, 1000, 0.244 , 1.3min
gini, 5, log2, 1, 10, 1000, 0.236 , 1.3min
gini, 5, log2, 5, 2, 500, 0.236 ,  39.0s
gini, 5, log2, 5, 5, 200, 0.243 ,  15.3s
gini, 5, log2, 5, 5, 1000, 0.234 , 1.3min
gini, 5, log2, 5, 20, 1000, 0.236 , 1.3min
gini, 5, log2, 20, 5, 500, 0.234 ,  38.5s
gini, 5, log2, 20, 10, 500, 0.239 ,  37.5s
gini, 5, log2, 20, 20, 200, 0.234 ,  15.2s
gini, 5, log2, 20, 20, 1000, 0.234 , 1.2min
gini, 5, log2, 50, 5, 1000, 0.236 , 1.2min
gini, 5, log2, 50, 20, 200, 0.245 ,  15.5s
gini, 5, log2, 100, 2, 200, 0.234 ,  16.5s
gini, 5, log2, 100, 2, 200, 0.234 ,  16.7s
gini, 5, log2, 100, 2, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 10, 200, 0.236 ,  14.4s
gini, 5, log2, 100, 20, 200, 0.234 ,  19.3s
gini, 5, log2, 100, 20, 200, 0.234 ,  14.9s
gini, 5, log2, 100, 20, 1000, 0.234 , 1.3min
gini, 10, None, 1, 2, 1000, 0.668 , 4.8min
gini, 10, None, 1, 10, 1000, 0.685 , 4.9min
gini, 10, None, 5, 2, 1000, 0.631 , 4.9min
gini, 10, None, 5, 10, 1000, 0.588 , 4.9min
gini, 10, None, 20, 2, 500, 0.550 , 2.4min
gini, 10, None, 20, 5, 200, 0.547 ,  56.7s
gini, 10, None, 20, 5, 1000, 0.554 , 4.8min
gini, 10, None, 20, 20, 1000, 0.560 , 4.8min
gini, 10, None, 50, 5, 500, 0.525 , 2.4min
gini, 10, None, 50, 10, 500, 0.527 , 2.3min
gini, 10, None, 50, 20, 200, 0.514 ,  54.3s
gini, 10, None, 50, 20, 1000, 0.524 , 4.6min
gini, 10, None, 100, 5, 1000, 0.476 , 4.5min
gini, 10, None, 100, 20, 500, 0.481 , 2.3min
gini, 10, sqrt, 1, 2, 500, 0.574 , 1.1min
gini, 10, sqrt, 1, 5, 200, 0.597 ,  28.3s
gini, 10, sqrt, 1, 5, 500, 0.595 , 1.1min
gini, 10, sqrt, 1, 10, 500, 0.603 , 1.1min
gini, 10, sqrt, 1, 20, 500, 0.552 , 1.1min
gini, 10, sqrt, 5, 2, 200, 0.530 ,  23.9s
gini, 10, sqrt, 5, 2, 1000, 0.546 , 2.1min
gini, 10, sqrt, 5, 10, 1000, 0.553 , 2.0min
gini, 10, sqrt, 20, 2, 200, 0.495 ,  23.9s
gini, 10, sqrt, 20, 2, 1000, 0.508 , 2.0min
gini, 10, sqrt, 20, 10, 1000, 0.512 , 2.0min
gini, 10, sqrt, 50, 2, 500, 0.452 , 1.0min
gini, 10, sqrt, 50, 5, 200, 0.420 ,  22.5s
gini, 5, sqrt, 100, 10, 200, 0.234 ,  15.4s
gini, 5, sqrt, 100, 10, 1000, 0.234 , 1.2min
gini, 5, log2, 1, 2, 1000, 0.236 , 1.3min
gini, 5, log2, 1, 10, 500, 0.234 ,  38.6s
gini, 5, log2, 1, 20, 200, 0.243 ,  14.6s
gini, 5, log2, 1, 20, 1000, 0.239 , 1.3min
gini, 5, log2, 5, 5, 1000, 0.236 , 1.3min
gini, 5, log2, 5, 20, 500, 0.236 ,  38.5s
gini, 5, log2, 20, 2, 200, 0.238 ,  15.4s
gini, 5, log2, 20, 2, 1000, 0.240 , 1.3min
gini, 5, log2, 20, 10, 1000, 0.236 , 1.3min
gini, 5, log2, 50, 2, 500, 0.234 ,  40.4s
gini, 5, log2, 50, 5, 500, 0.234 ,  38.8s
gini, 5, log2, 50, 10, 500, 0.234 ,  38.4s
gini, 5, log2, 50, 20, 200, 0.234 ,  15.5s
gini, 5, log2, 50, 20, 1000, 0.239 , 1.3min
gini, 5, log2, 100, 5, 1000, 0.234 , 1.3min
gini, 5, log2, 100, 20, 500, 0.234 ,  38.7s
gini, 10, None, 1, 2, 200, 0.667 ,  55.6s
gini, 10, None, 1, 5, 200, 0.668 , 1.1min
gini, 10, None, 1, 5, 1000, 0.678 , 5.0min
gini, 10, None, 1, 20, 200, 0.642 ,  58.6s
gini, 10, None, 1, 20, 1000, 0.688 , 4.9min
gini, 10, None, 5, 5, 1000, 0.653 , 5.0min
gini, 10, None, 5, 20, 200, 0.607 ,  59.4s
gini, 10, None, 5, 20, 1000, 0.677 , 4.9min
gini, 10, None, 20, 5, 1000, 0.557 , 4.8min
gini, 10, None, 20, 20, 500, 0.554 , 2.4min
gini, 10, None, 50, 2, 500, 0.522 , 2.4min
gini, 10, None, 50, 5, 500, 0.528 , 2.4min
gini, 10, None, 50, 10, 200, 0.522 ,  56.5s
gini, 10, None, 50, 20, 200, 0.528 , 1.1min
gini, 10, None, 50, 20, 200, 0.527 ,  57.5s
gini, 10, None, 50, 20, 1000, 0.513 , 4.6min
gini, 10, None, 100, 5, 500, 0.472 , 2.2min
gini, 10, None, 100, 10, 500, 0.477 , 2.2min
gini, 10, None, 100, 20, 200, 0.471 ,  53.8s
gini, 10, None, 100, 20, 1000, 0.471 , 4.2min
gini, 10, sqrt, 1, 10, 500, 0.589 , 1.1min
gini, 10, sqrt, 1, 20, 500, 0.520 , 1.0min
gini, 10, sqrt, 5, 2, 200, 0.525 ,  23.4s
gini, 10, sqrt, 5, 2, 1000, 0.533 , 2.1min
gini, 10, sqrt, 5, 10, 500, 0.546 , 1.1min
gini, 10, sqrt, 5, 20, 500, 0.552 , 1.0min
gini, 10, sqrt, 20, 2, 500, 0.520 , 1.0min
gini, 10, sqrt, 20, 5, 200, 0.493 ,  23.7s
gini, 10, sqrt, 20, 5, 1000, 0.500 , 2.0min
gini, 10, sqrt, 20, 20, 1000, 0.518 , 2.0min
gini, 5, log2, 5, 5, 500, 0.236 ,  38.9s
gini, 5, log2, 5, 10, 500, 0.234 ,  38.0s
gini, 5, log2, 5, 20, 200, 0.248 ,  15.0s
gini, 5, log2, 5, 20, 1000, 0.239 , 1.2min
gini, 5, log2, 20, 5, 1000, 0.238 , 1.3min
gini, 5, log2, 20, 20, 500, 0.234 ,  39.0s
gini, 5, log2, 50, 2, 200, 0.243 ,  14.6s
gini, 5, log2, 50, 5, 200, 0.238 ,  18.6s
gini, 5, log2, 50, 5, 200, 0.236 ,  15.7s
gini, 5, log2, 50, 5, 1000, 0.234 , 1.3min
gini, 5, log2, 50, 20, 500, 0.238 ,  38.7s
gini, 5, log2, 100, 2, 200, 0.234 ,  14.2s
gini, 5, log2, 100, 5, 200, 0.236 ,  18.5s
